lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized
bolagsstämma		1828	1	bib19225772_18280827_148004_98_0002_alto.xml-6-55	 	Nådiga flnfwelse jemwäl bifallit del underoänigst sekla ytterligare tillägg t Bolags Reglcrne, alt den Actie-ägare, som wid Bolagsstämman kan förete Rikets Ständers Lane Contors i Götheborg inom en månad destförinnan utfärdade bewis, att han derstädes deponerat fine till Nummer och Summa uppgifue Sletter, t ändamål för deni kunna föra talan ivid Bolagsstämman, flätt wara berätrigad att sjelf, eller genom befuklmäkligadr Ombud, r Bolagets öst werläggningar och bejlur deltaga Linköping ben zo Juli 1823.	348:361	0:506	Nådiga flnfwelse jemwäl bifallit del underoänigst sekla ytterligare tillägg t Bolags Reglcrne , alt den Actie-ägare , som wid Bolagsstämman kan förete Rikets Ständers Lane Contors i Götheborg inom en månad destförinnan utfärdade bewis , att han derstädes deponerat fine till Nummer och Summa uppgifue Sletter , t ändamål för deni kunna föra talan ivid Bolagsstämman , flätt wara berätrigad att sjelf , eller genom befuklmäkligadr Ombud , r Bolagets öst werläggningar och bejlur deltaga Linköping ben zo Juli 1823 .	55	0:81	nådig flnfwelse jemwäl bifalla del underoänigst sekla ytterlig tillägg t bolag reglcrne $ alt den $ $ som wid bolagsstämma kunna förete rike stånd lane contors i götheborg inom en månad destförinnan utfärda bewis $ att han derstädes deponera fin till nummer och summa uppgifue sletter $ t ändamål för deni kunna föra talan ivid bolagsstämma $ flätt wara berätrigad att sjelf $ eller genom befuklmäkligadr ombud $ r bolag öst werläggningar och bejlur delta linköping ben zo juli 1823 $
bolagsstämma		1822	1	bib19225772_18220605_148004_63_0001_alto.xml-4-10	 	Herrar Jntretzenter uti Kullens Fabrik, behaga sammanträda till Extra Bolagsstämma Fredagen den 7 dennes kl. 10 f. m. hos Alexander Barclay.	70:82	0:140	Herrar Jntretzenter uti Kullens Fabrik , behaga sammanträda till Extra Bolagsstämma Fredagen den 7 dennes kl. 10 f. m . hos Alexander Barclay .	10	0:24	herre jntretzenter uti kull fabrik $ behaga sammanträda till extra bolagsstämma fredag den 7 denna $ 10 $ m $ hos alexander barclay $
bolagsstämma		1828	1	bib19225772_18280617_148004_68_0004_alto.xml-4-3	 	f Som wid Bolagsstämman i gör sö fö Jnteressenter infnnuo sig, anmodas Herrar ^ » teres senter att till allmän Bolagsstämma sammanttäda ö Warfwet Kusten den 10 dennes it in f m, anböllande Directionen, att de af Jnteressenterne, som icke äga särdeles förfall, wille sta lnffnna, helst flere frögor af wigt komma wid tillfället, att till afgörande föreläggas.	10:23	0:358	f Som wid Bolagsstämman i gör sö fö Jnteressenter infnnuo sig , anmodas Herrar ^ » teres senter att till allmän Bolagsstämma sammanttäda ö Warfwet Kusten den 10 dennes it in f m , anböllande Directionen , att de af Jnteressenterne , som icke äga särdeles förfall , wille sta lnffnna , helst flere frögor af wigt komma wid tillfället , att till afgörande föreläggas .	3	0:66	f som wid bolagsstämma i göra sö fö jnteressenter infnnuo sig $ anmoda herre $ $ teres senter att till allmän bolagsstämma sammanttäda ö warfwet kust den 10 denna it in f m $ anböllande directionen $ att de af jnteressenterne $ som icke äga särdeles förfall $ wille sta lnffnna $ gärna flere frögor af wigt komma wid tillfälle $ att till afgöra förelägga $
bolagsstämma		1809	1	bib11653806_18091017_145120_122_0004_alto.xml-3-48	 	till lamtelige Lottägare härmedelst ivarda anmodade sig infinna, för alt blif roa underrättade om Brukens och EgendomarneS drift och n?irwarande tillställd m. m., hwarwid flere frägor till a ' göran&gt; de lvrekomma, och deribland de som wid sist öfwer » ständne Bolagsstämma till denna blifwit hänskut.	263:275	0:303	till lamtelige Lottägare härmedelst ivarda anmodade sig infinna , för alt blif roa underrättade om Brukens och EgendomarneS drift och n ?irwarande tillställd m . m . , hwarwid flere frägor till a ' göran&gt ; de lvrekomma , och deribland de som wid sist öfwer » ständne Bolagsstämma till denna blifwit hänskut .	48	0:54	till lamtelige lottägare härmedelst ivarda anmoda sig infinna $ för alt blif roa underrätta om bruk och egendom drift och n $ $ m $ m $ $ hwarwid flere frägor till a $ $ $ en lvrekomma $ och deribland de som wid sist öfwer $ ständne bolagsstämma till denna blif hänskut $
bolagsstämma		1807	1	bib11653825_18071001_145134_116_0007_alto.xml-1-5	 	Wid Adolphbergs hclsvbrunn blifwcr altman Bolagsstämma fjällen ben 17 nästinstundande November, hwarwid samielige Interessenterne erinra?, akt antingen sjelfire eller genom laga ombud sig infinna till öfwerläggning uti nägra Brunnen rörande angelägenheter, drebro dcn 4 September » «07.	42:54	0:286	Wid Adolphbergs hclsvbrunn blifwcr altman Bolagsstämma fjällen ben 17 nästinstundande November , hwarwid samielige Interessenterne erinra ? , akt antingen sjelfire eller genom laga ombud sig infinna till öfwerläggning uti nägra Brunnen rörande angelägenheter , drebro dcn 4 September » «07 .	5	0:42	wid adolphbergs hclsvbrunn blifwcr altman bolagsstämma fjäll ben 17 nästinstundande november $ hwarwid samielige interessenterne erinra $ $ akt antingen sjelfire eller genom laga ombud sig infinna till öfwerläggning uti nägra brunn rörande angelägenhet $ drebro dcn 4 september $ $ $
bolagsstämma		1820	1	bib19225772_18200324_148004_36_0004_alto.xml-10-1	 	Till Bolagsstämma enligt z Boiagsreglorne, anmodas Jnterrkenrerne i Sjnntvrps fabrik, sammanträda utr Enkefru Wohlfahrks hns R:o & gt; 5 wid Slöra Hamngatan z waniirge » ben dennes li.	5:17	0:184	Till Bolagsstämma enligt z Boiagsreglorne , anmodas Jnterrkenrerne i Sjnntvrps fabrik , sammanträda utr Enkefru Wohlfahrks hns R:o & gt ; 5 wid Slöra Hamngatan z waniirge » ben dennes li .	1	0:32	till bolagsstämma enligt z boiagsreglorne $ anmoda jnterrkenrerne i sjnntvrps fabrik $ sammanträda utr enkefru wohlfahrks hen $ $ gt $ 5 wid slöra hamngatan z waniirge $ ben denna lie $
bolagsstämma		1804	1	bib11653828_18041229_144028_302_0004_alto.xml-1-38	 	per Aktie kommer att rrtäggas och sist inom detta är » » tgäng ull Riksens Ständers RlkkgäldSKoiitvr för Porpbvrwerkct » räkning insättas, deremot hwar, c BolagSJnierestent, som ssdant fullgör, äeer att wid miga firs Bolagsstämma, frSn ber här i staden warande P.rphvrlagret, uttaga Porphprarbrten för halfwa ialLttningen, eller efter 5 R. per aktie; kommandes enligt Bolagets beflni te latt ter, för bulltkn Zswannämde sammanstött inom den utsatte tiden ej gores, att anses dädanefter lafö » alldeles förfallne, hwarjemle Herrar Aktieägare bestutit a, t Direktionen ej äger till intagande i Bola.	217:229	0:597	per Aktie kommer att rrtäggas och sist inom detta är » » tgäng ull Riksens Ständers RlkkgäldSKoiitvr för Porpbvrwerkct » räkning insättas , deremot hwar , c BolagSJnierestent , som ssdant fullgör , äeer att wid miga firs Bolagsstämma , frSn ber här i staden warande P.rphvrlagret , uttaga Porphprarbrten för halfwa ialLttningen , eller efter 5 R . per aktie ; kommandes enligt Bolagets beflni te latt ter , för bulltkn Zswannämde sammanstött inom den utsatte tiden ej gores , att anses dädanefter lafö » alldeles förfallne , hwarjemle Herrar Aktieägare bestutit a , t Direktionen ej äger till intagande i Bola .	38	0:104	per aktie komma att rrtäggas och sist inom denna vara $ $ tgäng ull riksens stånd rlkkgäldskoiitvr för porpbvrwerkct $ räkning insätta $ deremot hwar $ c bolagsjnierestent $ som ssdant fullgöra $ äeer att wid miga fir bolagsstämma $ frsn be här i stad warande $ $ uttaga porphprarbrten för halfwa iallttningen $ eller efter 5 r $ per aktie $ kommande enligt bolag beflni te latta te $ för bulltkn zswannämde sammanstöta inom den utsätta tid ej gores $ att anse dädanefter lafö $ alldeles förfallen $ hwarjemle herre aktieägare bestutit a $ t direktion ej äga till intagande i bola $
bolagsstämma		1811	1	bib19520388_18110424_147487_17_0002_alto.xml-1-32	 	Revision af härwaronde Discont Werkö Förwaltning och Räkenstaver för sist!, ar kommer att företagas den nste instundande Juni!, och Fredagen den 14 derpå följande kl. lo förmiddagen hålles Bolagsstämma, hivarNU samtrligr Actir-Ägare warda anmodade vch kallad? / nied underrättelse,	189:201	0:281	Revision af härwaronde Discont Werkö Förwaltning och Räkenstaver för sist ! , ar kommer att företagas den nste instundande Juni ! , och Fredagen den 14 derpå följande kl. lo förmiddagen hålles Bolagsstämma , hivarNU samtrligr Actir-Ägare warda anmodade vch kallad ? / nied underrättelse ,	32	0:46	revision af härwaronde discont werkö förwaltning och räkenstaver för sist $ $ ar komma att företa den nste instunda juni $ $ och fredag den 14 derpå följa $ lo förmiddag hålla bolagsstämma $ hivarnu samtrligr $ warda anmoda vch kalla $ $ nied underrättelse $
bolagsstämma		1830	1	bib11653823_18300322_144010_67_0003_alto.xml-45-83	 	Det beror af vese Herrar, hwilka alla ' benäget lofwar åtaga stg beswärek, att ntt Dagbladen för-hivar sin ort kuiigöra de timmar ä dagen, de kunna hafwa lä-eti-tt ari afse härföre och till meddelande af Anteckniiigs-blanketter, mod ' örriga uNderrAtelfcr, jorn Hrr Aetieägare torde, i affeenbe pä denna teckning, åstunda, för chvikket ändamål DireclivMen ock har tillsiiiidt nämnde ' Herrar tryckta eremplar af sä te » Rikets- Ständers, som Bolagets, wid bar hållna Bolagsstämmor, rattade befllit.	467:480	0:498	Det beror af vese Herrar , hwilka alla ' benäget lofwar åtaga stg beswärek , att ntt Dagbladen för-hivar sin ort kuiigöra de timmar ä dagen , de kunna hafwa lä-eti-tt ari afse härföre och till meddelande af Anteckniiigs-blanketter , mod ' örriga uNderrAtelfcr , jorn Hrr Aetieägare torde , i affeenbe pä denna teckning , åstunda , för chvikket ändamål DireclivMen ock har tillsiiiidt nämnde ' Herrar tryckta eremplar af sä te » Rikets- Ständers , som Bolagets , wid bar hållna Bolagsstämmor , rattade befllit .	83	0:88	den bero af vese herre $ hwilka all $ benägen lofwar åtaga stg beswärek $ att ntt dagblad $ sig ort kuiigöra en timme ä dag $ de kunna hafwa $ aria afse härföre och till meddelande af $ $ mod $ örriga underratelfcr $ jorn hrr aetieägare torde $ i affeenbe pä denna teckning $ åstunda $ för chvikket ändamål direclivmen ock ha tillsiiiidt nämna $ herre trycka eremplar af sä te $ $ stånd $ som bolag $ wid bar hålla bolagsstämma $ ratta befllit $
bolagsstämma		1806	1	bib11653806_18060304_145120_23_0006_alto.xml-5-12	 	Sedan wid en den 17 December sistlidit är allmänneligen utlyst och hällen Bolagsstämma, Delägarne i Adolphsbergs Helsobrunn och Lägenheter öswerenskcmmit, att till utarbetande af en wik plan för skuldens betalande wälja fyra Ledamöter inom Bolaget, samt sädant wal samma dag blifwit förrättadt; sä warder, likmätigt det dä tagne och pä Bolags - Reglorne grundade beilut, en hwar Delägare i berörde Helsobrunn och Lägenheter härigenom anmodad, att den 15 nästinstundande Aprill, kl. 10 förmiddagen ä Adolphsberg med Direktionen sammanträda, för att öswer det dä ingifwande projekt rill hela stuldens afbörda » de pä en gäng, sig förklara; kommandes efter BoagetS bestut den dä uteblifwande alt för alltid sin	74:86	0:707	Sedan wid en den 17 December sistlidit är allmänneligen utlyst och hällen Bolagsstämma , Delägarne i Adolphsbergs Helsobrunn och Lägenheter öswerenskcmmit , att till utarbetande af en wik plan för skuldens betalande wälja fyra Ledamöter inom Bolaget , samt sädant wal samma dag blifwit förrättadt ; sä warder , likmätigt det dä tagne och pä Bolags - Reglorne grundade beilut , en hwar Delägare i berörde Helsobrunn och Lägenheter härigenom anmodad , att den 15 nästinstundande Aprill , kl. 10 förmiddagen ä Adolphsberg med Direktionen sammanträda , för att öswer det dä ingifwande projekt rill hela stuldens afbörda » de pä en gäng , sig förklara ; kommandes efter BoagetS bestut den dä uteblifwande alt för alltid sin	12	0:118	sedan wid en den 17 december sistlidit vara allmänneligen utlysa och häll bolagsstämma $ delägare i adolphsbergs helsobrunn och lägenhet öswerenskcmmit $ att till utarbetande af en wik plan för skuld betala wälja fyra ledamot inom bolag $ samt sädant wal samma dag blifwit förrättadt $ sä warder $ likmätigt den dä tagen och pä bolag $ reglorne grunda beilut $ en hwar delägare i beröra helsobrunn och lägenhet härigenom anmoda $ att den 15 nästinstundande aprill $ $ 10 förmiddag ä adolphsberg med direktion sammanträda $ för att öswer den dä ingifwande projekt rill hel stuldens afbörda $ de pä en gäng $ sig förklara $ kommande efter boaget bestut den dä uteblifwande alt för alltid sig
bolagsstämma		1828	1	bib13506739_18280102_144030_1_0001_alto.xml-2-0	 	Bolagsstämma hållet hvarje år i April manad straxt efter revisionens sint.	0:12	0:74	Bolagsstämma hållet hvarje år i April manad straxt efter revisionens sint .	0	0:12	bolagsstämma hållen hvarje år i april mana straxt efter revision sint $
bolagsstämma		1826	1	bib11653823_18260323_144010_68_0002_alto.xml-18-5	 	Den genom förestäendc kungörelse utlyste Bolagsstämma kommer al hälla- i Kongl.	41:53	0:79	Den genom förestäendc kungörelse utlyste Bolagsstämma kommer al hälla- i Kongl .	5	0:12	den genom förestäendc kungörelse utlysa bolagsstämma komma al $ i kongl $
bolagsstämma		1812	1	bib19520388_18120527_147487_22_0004_alto.xml-6-13	 	Discont werkö förwoltning och räkensiaper för sistledit är igl » samt derpä följande Bolagsstämma, kommer att uppskjutas till Riksdagens stut, dä företagandet deraf, innan, behörig tid, stoll i tidningarne kungöras, sä » varder detta respeciiwe Actieägare tillkännagifwit.	85:97	0:272	Discont werkö förwoltning och räkensiaper för sistledit är igl » samt derpä följande Bolagsstämma , kommer att uppskjutas till Riksdagens stut , dä företagandet deraf , innan , behörig tid , stoll i tidningarne kungöras , sä » varder detta respeciiwe Actieägare tillkännagifwit .	13	0:44	discont werkö förwoltning och räkensiaper för sistledit vara igl $ samt derpä följa bolagsstämma $ komma att uppskjuta till riksdag stut $ dä företagande deraf $ innan $ behörig tid $ stoll i tidning kungöra $ sä $ varda denna respeciiwe actieägare tillkännagifwit $
bolagsstämma		1827	1	bib11653823_18270501_144010_100_0002_alto.xml-2-20	 	I öfwerensstämmelse med Acneägarncs af der, för öppnandet af en oafbrmen transportfart pä Clara Elf upprättade Bolag, wid Bolagsstämman d.	122:135	0:138	I öfwerensstämmelse med Acneägarncs af der , för öppnandet af en oafbrmen transportfart pä Clara Elf upprättade Bolag , wid Bolagsstämman d .	20	0:23	i öfwerensstämmelse med acneägarncs af der $ för öppnande af en oafbrmen transportfart pä clara elf upprätta bolag $ wid bolagsstämma d $
bolagsstämma		1826	1	bib19277277_18260930_147682_227_0001_alto.xml-2-8	 	härmedelst till följe af Sällskapets ivid sist hällne Bolagsstämma fat!	54:66	0:71	härmedelst till följe af Sällskapets ivid sist hällne Bolagsstämma fat !	8	0:11	härmedelst till följe af sällskap ivid sist hällne bolagsstämma fat $
bolagsstämma		1806	1	bib11653806_18060415_145120_38_0004_alto.xml-0-7	 	ni 1805, kungöreS härigenom det första Bolagsstämman för Intressenteriie i nämnde Di ' konr kcmirtci- den 2 iiii u » stundande Inni art hällas i Abo Stad a det ruin som derwa.ande Systomän anwjsa, i ändamål all gencm cm.ostning & gt; väl, a Werkers blii&gt;?ande Direktörer och Revisorer, jemte de flera förrar-ningar som högstaberopade Kongl.	39:52	0:343	ni 1805 , kungöreS härigenom det första Bolagsstämman för Intressenteriie i nämnde Di ' konr kcmirtci- den 2 iiii u » stundande Inni art hällas i Abo Stad a det ruin som derwa.ande Systomän anwjsa , i ändamål all gencm cm.ostning & gt ; väl , a Werkers blii&gt ; ?ande Direktörer och Revisorer , jemte de flera förrar-ningar som högstaberopade Kongl .	7	0:63	ni 1805 $ kungöra härigenom den första bolagsstämma för intressenteriie i nämna di $ konr $ den 2 iiii u $ stunda inni art hälla i abo stad a den ruin som $ systomän anwjsa $ i ändamål all gencm $ $ gt $ väl $ a werkers bli $ $ direktör och revisor $ jemte en flera $ som högstaberopade kongl $
bolagsstämma		1902	2	bib11653790_19020530_145648_42_0003_alto.xml-54-1	 	Ordinarie bolagsstämma hålles i Bollnäs örn lördag den 31 kl. 1,45 e. m.	10:22	0:72	Ordinarie bolagsstämma hålles i Bollnäs örn lördag den 31 kl. 1,45 e. m .	1	0:14	ordinarie bolagsstämma hålla i bollnäs örn lördag den 31 $ $ $ m $
bolagsstämma		1895	2	bib15975090_18951217_148377_149_0002_alto.xml-1-5	 	Sedan Carlshamns Bryggeri AktieBolag vid bolagsstämma den 13 dennes beslutat utvidgning af bryggeriet, bestående hufvudsakligast i örn- och tillbyggnad af källarlokalerna, ega spekulanter å sagda arbete att före tisdagen den 24 i denna månad å bryggeriets kontor inlemna skriftliga förseglade anbud å arbetet ifråga.	41:53	0:316	Sedan Carlshamns Bryggeri AktieBolag vid bolagsstämma den 13 dennes beslutat utvidgning af bryggeriet , bestående hufvudsakligast i örn- och tillbyggnad af källarlokalerna , ega spekulanter å sagda arbete att före tisdagen den 24 i denna månad å bryggeriets kontor inlemna skriftliga förseglade anbud å arbetet ifråga .	5	0:47	sedan carlshamns bryggeri aktiebolag vid bolagsstämma den 13 denna besluta utvidgning af bryggeri $ bestå hufvudsaklig i örn och tillbyggnad af källarlokal $ ega spekulant å säga arbete att före tisdag den 24 i denna månad å bryggeri kontor inlemna skriftlig försegla anbud å arbete ifråga $
bolagsstämma		1895	2	bib15975090_18951210_148377_146_0002_alto.xml-55-34	 	meddelar K. W., att detta ej vore en anmärkning mot styrelsen, som ju vore vald af stämman, men framhöll att här vore en principfråga, som revisorerna ville hafva framlagd till bolagsstämmans öfvervägande.	177:191	0:205	meddelar K. W. , att detta ej vore en anmärkning mot styrelsen , som ju vore vald af stämman , men framhöll att här vore en principfråga , som revisorerna ville hafva framlagd till bolagsstämmans öfvervägande .	34	0:37	meddela $ $ $ att denna ej vara en anmärkning mot styrelse $ som ju vara välja af stämma $ men framhålla att här vara en principfråga $ som revisor vilja hafva framlagd till bolagsstämma öfvervägande $
bolagsstämma		1897	2	bib19227291_18970107_145289_3_0001_alto.xml-17-4	 	kallas härmed till extra bolagsstämma den 23 Januari 1307 Kl. li f. lii.	25:37	0:72	kallas härmed till extra bolagsstämma den 23 Januari 1307 Kl. li f. lii .	4	0:14	kalla härmed till extra bolagsstämma den 23 januari 1307 $ lie $ lii $
bolagsstämma		1903	2	bib11653790_19030303_12541_17_0004_alto.xml-69-6	 	Att föra kommunens talan å ordinarie bolagsstämman med Västerdalarnes tele fonaktiebolag utsagos handlandena Lars Eriksson och Mor Olof Olsson, åt hvilka tillika uppdrogs att inom stadgad tid till bolagets styrelse inkomma med begäran, att bolagsstämman måtte till behandling upptaga af Järna kommun väckt fråga örn nedsättning i telefonafgiften mellan de delar af Järna socken, som höra under Järna telefoncentral i Myrbacka, och Vansbro samt inom socknen liggande delar under Vansbro central.	37:50	0:494	Att föra kommunens talan å ordinarie bolagsstämman med Västerdalarnes tele fonaktiebolag utsagos handlandena Lars Eriksson och Mor Olof Olsson , åt hvilka tillika uppdrogs att inom stadgad tid till bolagets styrelse inkomma med begäran , att bolagsstämman måtte till behandling upptaga af Järna kommun väckt fråga örn nedsättning i telefonafgiften mellan de delar af Järna socken , som höra under Järna telefoncentral i Myrbacka , och Vansbro samt inom socknen liggande delar under Vansbro central .	6	0:76	att föra kommun talan å ordinarie bolagsstämma med västerdalarnes tele fonaktiebolag utsago handlande lars eriksson och mor olof olsson $ åt hvilka tillika uppdra att inom stadga tid till bolag styrelse inkomma med begäran $ att bolagsstämma må till behandling uppta af järna kommun väcka fråga örn nedsättning i telefon mellan en del af järna socken $ som höra under järna telefoncentral i myrbacka $ och vansbro samt inom socken ligga del under vansbro central $
bolagsstämma		1895	2	bib15650837_18950410_146391_84_0003_alto.xml-121-6	 	Kl. li f. m.: Ordinarie bolagsstämma med Norrköpings Bomullsvåfveriaktiebolag å dess kontor.	24:36	0:92	Kl. li f. m. : Ordinarie bolagsstämma med Norrköpings Bomullsvåfveriaktiebolag å dess kontor .	6	0:14	$ lie $ $ $ ordinarie bolagsstämma med norrköping bomullsvåfveriaktiebolag å den kontor $
bolagsstämma		1895	2	bib19227462_18950312_147640_60_0004_alto.xml-80-7	 	X oersners boktryckeriaktiebolag hade i lördags ordinarie bolagsstämma å Hotel Rydberg.	58:70	0:87	X oersners boktryckeriaktiebolag hade i lördags ordinarie bolagsstämma å Hotel Rydberg .	7	0:12	x oersners boktryckeriaktiebolag ha i lördag ordinarie bolagsstämma å hotel rydberg $
bolagsstämma		1895	2	bib15873371_18950702_145112_176_0003_alto.xml-146-1	 	tor bolagsstämmor, sammanträden o. dyl. Skåne - Smålands jernväg saktiebolag	4:17	0:76	tor bolagsstämmor , sammanträden o. dyl. Skåne - Smålands jernväg saktiebolag	1	0:11	tor bolagsstämma $ sammanträde $ $ skåne $ småland jernväg saktiebolag
bolagsstämma		1895	2	bib19277277_18951204_147683_331_0007_alto.xml-129-8	 	Malmö sockerfabriks aktiebolag i Arlöf beslöt på ordinarie bolagsstämma i måndags en utdelning af 6 proc.	59:71	0:105	Malmö sockerfabriks aktiebolag i Arlöf beslöt på ordinarie bolagsstämma i måndags en utdelning af 6 proc .	8	0:17	malmö sockerfabriks aktiebolag i arlöf besluta på ordinarie bolagsstämma i måndag en utdelning af 6 proc $
bolagsstämma		1895	2	bib15760600_18950404_146401_40_0001_alto.xml-32-3	 	kallas till extra bolagsstämma ä staus hotellet i Karlstad Onsdagen den röde innevarande April kl. li f. m. då beslut kominer att fattas om lägsta försäljningspriset af Bolaget tillhöriga ångaren ” Lil jedahl ”.	18:30	0:211	kallas till extra bolagsstämma ä staus hotellet i Karlstad Onsdagen den röde innevarande April kl. li f. m . då beslut kominer att fattas om lägsta försäljningspriset af Bolaget tillhöriga ångaren ” Lil jedahl ” .	3	0:36	kalla till extra bolagsstämma ä staus hotell i karlstad onsdag den röd innevarande april $ lie $ m $ då beslut komin att fatta om låg försäljningspris af bolag tillhörig ångare $ lil jedahl $ $
bolagsstämma		1896	2	bib15975090_18961208_148377_152_0002_alto.xml-65-10	 	Brandförsäkringsbolaget å landet inom Blekinge hade i lördags sin ordinarie bolagsstämma i Karlskrona, dervid förhandlingarne leddes af kapten A. Leijonhielm.. Ur styrelsens berättelse, som föredrogs, återgifva vi följande: Vid ingången af det 52; dra räken¬	76:88	0:258	Brandförsäkringsbolaget å landet inom Blekinge hade i lördags sin ordinarie bolagsstämma i Karlskrona , dervid förhandlingarne leddes af kapten A . Leijonhielm .. Ur styrelsens berättelse , som föredrogs , återgifva vi följande : Vid ingången af det 52 ; dra räken¬	10	0:42	brandförsäkringsbolag å land inom blekinge ha i lördag sig ordinarie bolagsstämma i karlskrona $ dervid förhandling leda af kapten a $ leijonhielm $ ur styrelse berättelse $ som föredra $ återgifva vi följa $ vid ingång af den 52 $ dra $
bolagsstämma		1895	2	bib19277277_18950506_147683_122_0003_alto.xml-5-3	 	sammanträda till allmän bolagsstämma 1 tr. npp 1 huset JtS 26 vid Norrlandsgatan i Stockholm Tors dagen den Nionde Maj 1895 kl. Tio f, m.	24:36	0:137	sammanträda till allmän bolagsstämma 1 tr. npp 1 huset JtS 26 vid Norrlandsgatan i Stockholm Tors dagen den Nionde Maj 1895 kl. Tio f , m .	3	0:27	sammanträda till allmän bolagsstämma 1 $ npp 1 hus jts 26 vid norrlandsgatan i stockholm tor dag den nionde maj 1895 $ tio f $ m $
bolagsstämma		1895	2	bib15760690_18950311_145050_40_0003_alto.xml-58-4	 	höll i torsdags ordinarie bolagsstämma ä föreningens lokal i Wexiö.	26:38	0:67	höll i torsdags ordinarie bolagsstämma ä föreningens lokal i Wexiö .	4	0:11	hålla i torsdag ordinarie bolagsstämma ä förening lokal i wexiö $
bolagsstämma		1897	2	bib11653815_18970927_146944_111_0001_alto.xml-12-6	 	Hvar och en, som å bolagsstämman vill föra talan, skall stäinmodagen eller nästföregående dag kl. 9 — 12 f. m. å bolagets hufvudkontor i Helsingborg förete innehafvande aktiebref, för erhållande af polett till stämman.	19:32	0:218	Hvar och en , som å bolagsstämman vill föra talan , skall stäinmodagen eller nästföregående dag kl. 9 — 12 f. m . å bolagets hufvudkontor i Helsingborg förete innehafvande aktiebref , för erhållande af polett till stämman .	6	0:39	hvar och man $ som å bolagsstämma vilja föra talan $ skola stäinmodagen eller nästföregående dag $ 9 $ 12 $ m $ å bolag hufvudkontor i helsingborg förete innehafva aktiebref $ för erhålla af polett till stämma $
bolagsstämma		1895	2	bib15761570_18950228_146176_38_0002_alto.xml-11-4	 	kallas härmed till extra bolagsstämma å bolagets kontor härstädes Tisdagen den 26 nästa Mars kl. 5 e. m. för behandling af framstäldt förslag örn ändring af § 18 i bolagsordningen.	25:37	0:180	kallas härmed till extra bolagsstämma å bolagets kontor härstädes Tisdagen den 26 nästa Mars kl. 5 e. m . för behandling af framstäldt förslag örn ändring af § 18 i bolagsordningen .	4	0:32	kalla härmed till extra bolagsstämma å bolag kontor härstädes tisdag den 26 nästa mars $ 5 $ m $ för behandling af framstäldt förslag örn ändring af $ 18 i bolagsordning $
bolagsstämma		1895	2	bib15650814_18950627_146365_147_0003_alto.xml-80-10	 	af inkomster och utgifter för innevarande år, som förelädes bolagsstämman, hade inkomsterna för året upptagits till 127,000 kr.	60:73	0:127	af inkomster och utgifter för innevarande år , som förelädes bolagsstämman , hade inkomsterna för året upptagits till 127,000 kr .	10	0:21	af inkomst och utgift för innevarande år $ som förelädes bolagsstämma $ ha inkomst för år uppta till $ kr $
bolagsstämma		1896	2	bib19227291_18961022_145289_128_0001_alto.xml-22-5	 	aktieegarc kallas härmed till extra bolagsstämma å Stadshuset i Lund Ousdagen don 2« Okt.	36:48	0:89	aktieegarc kallas härmed till extra bolagsstämma å Stadshuset i Lund Ousdagen don 2« Okt .	5	0:15	aktieegarc kalla härmed till extra bolagsstämma å stadshuset i lund ousdagen don $ okt $
bolagsstämma		1896	2	bib11653811_18960316_145317_42_0001_alto.xml-10-8	 	Aktieegarne uti Aktiebolaget Kalmar Pantbank kallas till ordinarie bolagsstämma i riksbankens ombudsmansexpedition onsdagen den 1 nästkom mande april, kl. 5 e.m. 41 Kalmar den 14 mars 1896.	67:79	0:189	Aktieegarne uti Aktiebolaget Kalmar Pantbank kallas till ordinarie bolagsstämma i riksbankens ombudsmansexpedition onsdagen den 1 nästkom mande april , kl. 5 e.m. 41 Kalmar den 14 mars 1896 .	8	0:29	aktie uti aktiebolag kalmar pantbank kalla till ordinarie bolagsstämma i riksbank ombudsmansexpedition onsdag den 1 nästkom mande april $ $ 5 $ 41 kalmar den 14 mars 1896 $
bolagsstämma		1895	2	bib15761097_18950613_145020_69_0001_alto.xml-3-3	 	kallas till ordinarie bolagsstämma å Ilotell du Nord härstädes lördagen den 29 dennes kl. 10 förmidd.	22:34	0:101	kallas till ordinarie bolagsstämma å Ilotell du Nord härstädes lördagen den 29 dennes kl. 10 förmidd .	3	0:17	kalla till ordinarie bolagsstämma å ilotell du nord härstädes lördag den 29 denna $ 10 för $
bolagsstämma		1896	2	bib15975090_18960303_148377_28_0002_alto.xml-123-2	 	års ordinarie bolagsstämma biträda direktör Sommelii förslag att höja bankens grundfond med 2 mill.	14:26	0:99	års ordinarie bolagsstämma biträda direktör Sommelii förslag att höja bankens grundfond med 2 mill .	2	0:15	år ordinarie bolagsstämma biträda direktör sommelii förslag att höja bank grundfond med 2 mill $
