,context_id,word,gold_sense_id,predict_sense_id,positions,context
2951,2952,пытка,1,,97-102, работать бензопила. договор предусматривать один непреложный условие: жертва должный быть в ход пытка умертвить. не весь новобранец выдерживать это суровый условие. один брутальный на вид
2952,2953,пытка,1,,91-96,"- я видеть недавно фильм, исторический. как жестоко пытать, как жестоко издеваться, орудие пытка, шипец, крюк, колодка, петлить. я видеть торжество на лицо палач. вы же"
2953,2954,пытка,1,,71-76," и раскалить железо выжечь на икра клеймо -- силуэт тигр. в время этот пытка мы биться в судорога от страшный, помрачать рассудок боль, но палач не"
2954,2955,пытка,1,,81-86," другой быть подрезать нос и ухо, словно марионетка побывать в игрушечный камера пытка, где они жечь игрушечный паяльный лампа, резать игрушечный лезвие, брызгать игрушечный кислота.-"
2955,2956,пытка,1,,76-81," хасис заявить на этот неделя, что они показание быть получить с применение пытка и угроза. сегодня в забайкалье, в колония краснокаменск, произойти пожар. по иметься"
2956,2957,пытка,1,,76-89, назначать из это запас отдельный лицо в различный комиссия с совещательный голосом.пытка в гвардейский полка. при дознание по дело о убийство солдат унтер-офицер в
2957,2958,пытка,1,,102-107,") – европейский суд по право человек в страсбург зарегистрировать жалоба нижегородский комитет против пытка( кпп), направить в защита интерес александр новоселов – сотрудник служба охрана бывший вице-спикер"
2958,2959,пытка,1,,103-108,", капризный, мелочный, жестокосердный старикашка, даже на край собственный могила бормотать что-то про пытка, кровь и насилие. а я весь думаться: не грешный ли у постель"
2959,2960,пытка,1,,79-84," иран по вопрос ядерный программа, вывод американский войско из ирак, отказ от пытка как американский политика. ну и в конечный счёт окончание афганский война. — что"
2960,2961,пытка,1,,80-88," переменный речь -- пытка! » я аж закачаться. ну, думать, порешить мой жизнь на пытка-то. слышать, оба барин руготня из-за я поднять: « мой он! не отдать! » --"
2961,2962,пытка,1,,86-91," условие, в который находиться амир, а также неоказание он помощь фактически являться пытка, поэтому они обратиться в еспч. — в понедельник, 12 август, мы направить обращение"
2962,2963,пытка,1,,93-98,", что сделать, -- и действительно совсем затихнуть от бессилие и невыносимый жестокость этот пытка. он уснуть прямо на песок. заметить это, дед тихо подойти -- и укрыть"
2963,2964,пытка,1,,69-74,", в 1937 год герой гражданский война и отец будущее поэт умереть под пытка по место служба. но и два вдовство не затянуться надолго -- мать чиграшов"
2964,2965,пытка,1,,83-88," в рота, и перелом нога, и обливание голов моча. свидетельствовать: никакой орудие пытка ни на лубянка, ни в бутырка я не видеть и о они"
2965,2966,пытка,1,,84-89,"; -- отыскивать указанный баба лицо, подвергать допрос и чаща всего тут же жестокий пытка, -- дыба, кнут, вождение по спица, жжение огонь. обыкновенно дело не представлять тот"
2966,2967,пытка,1,,97-102," свобода. некоторый оказываться причастный к возвращение человек в страна, где существовать риск пытка '',- указываться в обращение. такой политика и практика, по мнение глава нпо, наносить"
2967,2968,пытка,1,,98-103,", царствование александр i. этот добродушный и либеральный монарх, упразднить тайный экспедиция и пытка, не позаботиться создать что-нибудь имя на смена. не быть ли отсутствие в"
2968,2969,пытка,1,,78-83,", лишать сон, сажать в один камера с уголовник, подвергать и более изощрённый пытка. но он обладать несокрушимый волей и атлетический телосложение. это помочь он вынести"
2969,2970,пытка,1,,86-91, глава с главное доктор производить путём спиритизм разный непотребство и мучение или пытка над больной. этот бред укрепиться у больной под влияние соответствующий слуховой галлюцинация(
2970,2971,пытка,1,,95-100,") – 26 июнь резолюция генеральный ассамблея оон объявить международный днём в поддержка жертва пытка. в этот день более чем в 100 страна мир проходить различный акция,"
2971,2972,пытка,1,,81-86,", и на багровый пламя начать отделяться страшный тенить. безглавый труп с орудие пытка вокруг член, с голова свой в рука чинно идти попарно, медленно кланяться"
2972,2973,пытка,1,,94-99," новгород вынести приговор по скандальный « дело алексей михеев ». два милиционер, обвинять в пытка и жестокий обращение в время допрос, приговорить к 4 год колония общий"
2973,2974,пытка,1,,18-23,", при повторный попытка совершить поджог, быть схватить немецкий часовой. несмотря на жестокий пытка и истязание, партизанка не выдать военный тайна и не назвать свой имя."
2974,2975,пытка,1,,90-95,". между тем недовольный розыск шеин пётр приказать снова допрашивать стрелец под страшный пытка. убедиться в участие софья, он наконец прекратить розыск. последовать многочисленный казнь; весь"
2975,2976,пытка,1,,96-101," в тульский сизый. следователь опасаться, что тюремщик мочь отомстить заключённый, рассказать о пытка в исправительный учреждение. как рассказать « известие » адвокат виталий бунтов андрей столбун, это"
2976,2977,пытка,1,,67-72," глаз это аббат и губа, белые, как бумага. разговор о казнь, мука, пытка сменяться разговор о любовь, о весёлость, о « махание ». павел доверчиво рассказывать порошин"
2977,2978,пытка,1,,80-85," ни один скамья. так прошлый весь лето. я жить воображение, рисовать физический пытка и нравственный мука левый. то вдруг на я находить облегчение, казалось, что"
2978,2979,пытка,1,,86-91," в преступление, и предпочитать не замечать тот, кто рассказывать о рукоприкладство и пытка."
2979,2980,пытка,1,,84-89," охотиться на 12-летний киллер, который один из местный наркокартель использовать в пытка и убийство свой враг. подросток, известный по прозвище эль-пончис, что означать «"
2980,2981,пытка,1,,78-83," и записывать речь преступник. это быть хотя и самый убийственный, но простой пытка; быть ещё и другой, считаться более жестокий: класть ручной и ножной палец"
2981,2982,пытка,1,,37-42," впрочем, должный сразу оговориться: пытка в буквальный смысл -- в средневековый смысл -- не быть. быть главное образ « простой"
2982,2983,пытка,1,,77-82," после это у он целовать неделя вместо мочить, идти кровь -- подвергаться он пытка, или нет? если человек с переломить ребро уносить от следователь прямо в"
2983,2984,пытка,2,,74-79," в северный болотный край жизнь превратиться бы в медленный, сводить с ум пытка. хорёк идти, с радость отмечать, как суроветь климат, он теперь пахнуть вода,"
2984,2985,пытка,2,,72-77," забывать, что в октябрь 1941 год каждый прожить в москва день казаться пытка. с какой зависть тогда смотреть на москвич, менять зловещий родной небо на"
2985,2986,пытка,2,,97-102," российский овира, в обратный сторона граница уже не пересечь ... многий приходиться выдерживать пытка бесконечный очередь по несколько раз. случается, дождаться приём, человек узнать, что собрать"
2986,2987,пытка,2,,86-91," и за участь свой близкие, я невольно думать: « что, господин шульгин? оказываться, « пытка страх », который вы считать такой естественный по отношение к тысяча житель киев,"
2987,2988,пытка,2,,72-77," немецкий гений, и надо писать музыка в компания с всевышний. бах стать пытка для я. я прятать нота, делать вид, что потерять. от бах я"
2988,2989,пытка,2,,84-89," алок! », крик, плач или подавить стон среди гробовой молчание. скоро, однако, этот пытка воображение окончиться, и мы, покинуть аракчеевский дорога, послать по узкий лесна тропинка,"
2989,2990,пытка,2,,81-86," ослабнуть. а слабость он обнаружить нельзя, и в отчаянный порыв прекратить этот пытка он выскочить да заорать на замполит, материть он из остаться сила, точно"
2990,2991,пытка,2,,79-84," приглашать автор к себя на чашка чай, и, раскладывать гранпасьянс, нести весь пытка член комитет, выслушивать шепелявый и картавый чтение. наконец он это надоесть, и"
2991,2992,пытка,2,,91-96,". он один знать история купить румяный. это маленький вещественный доказательство любовь и пытка, ради он претерпевать, большой тронуть он, чем целое день, провести марина в"
2992,2993,пытка,2,,79-84," 21 апрель, воскресение. слава бог, весь обойтись благополучно! вместо ожидать пытка я встретить один довольно сносный насмешка: « oh, l'enfant! oh, le pauvre"
2993,2994,пытка,2,,98-103," последний годами, который, наоборот, рисоваться в он пылкий воображение ряд какой-то нестерпимый пытка и унижение. он воображение, не иметь предел, преувеличивать весь, и хороший, и"
2994,2995,пытка,2,,73-78," помереть быть я! наконец вечером, уже на три день умственный и душевный пытка, павел спросить у острожник-нянька тихий, но совершенно твёрдый голос: -- убить ты"
2995,2996,пытка,2,,92-97,". человек мысль приводиться в восторженный состояние не ожидание торжество, но ожидание тот пытка, который готовить он будущее. в он восторг есть нечто болезненный, лихорадочный, в"
2996,2997,пытка,2,,79-84," у нея внутри сейчас что-то оборваться, рухнуть. и тогда она решить прекратить пытка. достать сигарета -- курить она начало осень, -- щёлкнуть зажигалка, включить скорость, и машина"
2997,2998,пытка,2,,57-62," где-то на какой-то планет. жалость вместо любовь -- это пытка для оба: он пытка, потому что он выйти из положение несчастный кроткий, он делаться она ненавистный."
2998,2999,пытка,2,,74-79," огромный куча рваный носков, мы должный быть они штопать. это быть сущий пытка -- сидеть в духота и возиться с вонючий носка фашист. сидеть и штопать,"
2999,3000,пытка,2,,110-115,". литературный форма эпос автор « брат карамазов » уродовать, насиловать, превращать в орудие психологический пытка. трудно поверить, что язык, который ещё обладать весенний свежесть и целомудренный ясность"
3000,3001,пытка,2,,72-77, оба вместе в самый бесконтрольный минута! -- с ум можно сойти от такой пытка. ольга( смеяться
3001,3002,пытка,2,,71-76,"- а? ... отпираться? ... да что, ты стакнуться, что ли, с он? и пошлый пытка, долгий, отвратительный. ни ложь, ни правда не помогать. он ничто не верить."
3002,3003,пытка,2,,77-82," сознание от стыд и отчаяние. дорога тянуться бесконечно, и он казалось, что пытка этот не быть конец. « хоть бы скорый, хоть бы скорый! .. » -- тоскливый"
3003,3004,пытка,2,,66-71," каждый он прикосновение чуть ли не тошнить. не семья это быть, а пытка. и в какой-то момент я взорваться. у он быть тяжёлый время -- мост,"
3004,3005,пытка,2,,70-75," проходить мимо вы с понурить голова? многие ли из вы бодро выдержать пытка жизнь, не смириться перед гнетущий сила обстоятельство, не проникнуться дух праздность, уныние"
3005,3006,пытка,2,,109-114," президент сша от республиканец джон маккейн заклеймить waterboarding, охарактеризовать он как `` изощрённый пытка ''. маккейн на сеять счёт- эксперт. шесть год он провести в вьетнамский плена"
3006,3007,пытка,2,,79-84," кухня, доставлять радость и даже ежедневный стояние у плита не превратиться в пытка. сегодня наш эксперт- арт-директор дизайн-комплекс « мы » ирина мысков и креативный дизайнер"
3007,3008,пытка,2,,57-62,", жаль, что она не уметь жить и делать для себя из жизнь пытка. это печально, но надо же наконец убедиться, что это так и что"
3008,3009,пытка,2,,96-101," работать в команда. постоянный сотрудничество с коллега превращаться для такой « отщепенец » в пытка. зачастую одиночка — яркий сотрудник, который не стесняться говорить то, что думать, и"
3009,3010,пытка,2,,88-93," на точка зрение достоевский, подземный человек, великое инквизитор, и вы понять, какой пытка скрываться в это упрощение. под земля врачевать себя, заботиться о себя, думать"
3010,3011,рысь,1,,75-90," вьючный седло казаться похожий на спина борзый. звенеть колокол под морда верблюдов.рысий частить лошадь, перебивать мелькание свой нога широкий взмах нога мягко ступать верблюдов."
3011,3012,рысь,1,,57-62," в хургон и поехать. я за он. до мысловой он шибко гнать рысью, но я дорога знать добро, пуститься тропка через казённый лес напрямка. выйти"
3012,3013,рысь,1,,86-90," ехать впереди джигит, а вдали бесчисленный огонь татарский лагерь. конь переслать на рысь, ускорять ход, понестись вскачь. сивый жеребец, который курбан стараться сдерживать, помчаться, закусить"
3013,3014,рысь,1,,83-88," мечтать побить большевик и прогарцовать вместе с казак, на казачий лошадка важный рысью вдоль по садовый, к дворец атаман ... и с степной, где жить яков"
3014,3015,рысь,1,,83-88," рак, ругаться, не в состояние подняться на нога. пантелей прокофий погнать кобыла рысью, не видеть, как провожать он кум ползти по снег на четвереньки, тыкаться"
3015,3016,рысь,1,,72-77,". быть друг, забрать он причиндалы. он ухватить за повод мистер мерфь и рысью двинуться в сторона камыш. женя, что-то бормотать в мобильный рация, ускакать следом."
3016,3017,рысь,1,,62-67," и, как ни в чем не бывать, поворотить лошадь и поехать назад рысью. в сени генеральша калин опять быть встретить ливрейный лакей. -- у себя он"
3017,3018,рысь,1,,88-92," маскай атаковать весь злой, периодически заставлять соперник сбиваться с шаг на лёгкий рысь. видно, что атаковать россиянин немного самонадеянно, вследствие что иногда пропускать и сам."
3018,3019,рысь,1,,69-74," она: он плохо понимать, зачем он послать вперёд, но он велеть ехать рысью, и он подчиняться. дорога виться по влажный косогор, густо зарасти дубняк и"
3019,3020,рысь,1,,81-86," оставаться ещё около верста. он попросить у полковник цейс: красный идти мелкий рысью, очевидно, знать о пулемёт, -- а мочь быть, просто не желать понапрасну утомлять"
3020,3021,рысь,1,,91-95," мешкать! -- и всадник поехать далёкий. вскоре группа казаков чаганский форпост подойти на рысь к стать пугачёвый. -- здорово, детушки! -- поприветствовать емельян иван соскочить с конь"
3021,3022,рысь,1,,84-89, тряхнуть весь матушка-америка ... он при слово « тряхнуть » с низкий старт крупный рысью стать удаляться в сторона туалет. очень знаменитый поэт проводить он неприязненный взгляд.-
3022,3023,рысь,1,,86-91," ... вы, соколик! .. -- лихо, по-ямщицк, прикрикнуть он на лошадь и последний крупный рысью покатить по деревенский улица и вскоре выехать за околица. -- родимый ... не"
3023,3024,рысь,1,,68-73," лобсын, а с север. не конокрад ли опять? топот весь близкий, ехать рысью и несколько конь. я зайти в палатка на всякий случай, чтобы не"
3024,3025,рысь,1,,70-75,"! поляк где-то близко. опять назад, я думать, что не выдержать, ещё и рысью, сначала еда с командир, потом приставать к обоз, хотеть пересесть на телега,"
3025,3026,рысь,1,,86-91," гусарский и польский уланский полка под команда генерал-майор панчулидзев 2-го итить рысью вперёд и, выстроиться, ударить на неприятельский карабинер и кирасир. но сей полка"
3026,3027,рысь,1,,87-91," быстро прибавляться. вдруг идти к платформа человек стать спешить, кое-кто перейти на рысь. минь глянуть на свой анодировать, потом в сторона вокзал. контролёр не быть."
3027,3028,рысь,1,,87-92," астахов. пограничник махнуть рука, шагом стать съезжать в местечко. казак идти шибкий рысью. даже невооружённый глаз ясно стать видно синий форма немецкий драгун. они ехать"
3028,3029,рысь,1,,108-113," попасться необыкновенный -- куда как бойкий свой лошадь. лошадёнка трусить особенный деревенский трухлявый рысью с остановка, тогда как извозчик ни на один секунда не засиживаться на"
3029,3030,рысь,1,,67-71," это пассажир! через он и я подбиться. широко шагнуть -- он уже на рысь переходить, вот и изволить к такой пехотинец приноравливаться. там, где я надо"
3030,3031,рысь,1,,99-103, недоверчиво спросить цах. -- взглянуть: вон сверкать медь пушка. полковой артиллерия багратион на рысь идти в гора. он хотеть попробовать пробить стена ядро. пустой затея! напрасно
3031,3032,рысь,1,,79-84," остановиться, потому что рыжий мужик лететь к он наперерез, а потом усиленный рысью побежалый к недалёкий поскотина. здесь рыжий мужик чуть-чуть он не догнать, но"
3032,3033,рысь,1,,86-91," вы, милый, пошевеливаться! недалеко до дема! .. » и добрый конь наш побежать крупный рысью. уже обозначиться зеленеть долина, по который течь река, вести за себя густой,"
3033,3034,рысь,1,,106-111," место человек пятьдесят, подняться с мостовый, закричать нестройно: « уряять » -- и побежать спотыкливый рысью ... « стоять! смирно ... сволочь, сукин ребёнок! .. » -- перекричать они осипший голос. в друг"
3034,3035,рысь,1,,92-96,". федотка, длинно распустить повод, сначала сделать полукруг, дать любезный свобода стать в рысь, расправить могучий грудь, широко раздуть ноздря. потом перехватить рука под уздцы и,"
3035,3036,рысь,1,,89-93,", тронуться наш второе сани, потом и третье артиллерийский полковник. пробежка на полный рысь весь, совершенно открытый, гладкий дорога брать всё-таки минута десять. далёкий уже идти"
3036,3037,рысь,1,,72-76," ... и оба пешеход вдруг вздрогнуть и броситься в сторона: по дорога на рысь проехать два десятка казаков с пик и нагайка, с голов до нога"
3037,3038,рысь,1,,90-95," маркиз показаться вверху, на шоссе, раздаться несмелый голос возмущение и угроза. маркиз рысью ехать по шоссе. выезжать, он мельком видеть совсем недалеко бежать в пыль"
3038,3039,рысь,1,,107-112," скак. эстлить один показать вольтижировка- комплекс гимнастический упражнение на лошадь, двигаться шагом, рысью и галопом по круг. он также принадлежать заслуга определение диаметр цирковой арена-"
3039,3040,рысь,1,,95-100," костра человеческий кость. редкий трава трепетать широкий кисть, да одинокий жаворонок резвый рысью бежать по песчаный волна пустынь. вот он остановиться и сесть на синий"
3040,3041,рысь,1,,85-89," не зарываться? не пужлив? .. как, примерно, сбой ... не сигать, прямо становиться в рысь, аль с привскок? но федотка тотчас же спохватиться. -- не мочь знать, наум"
3041,3042,рысь,1,,87-91,". генерал шатиловый сам уже отдать это приказание -- дивизион конвоец уже двинуться на рысь. сесть в автомобиль, я помчаться к 4-ой кубанский дивизия, который только"
3042,3043,рысь,1,,73-78," шляпа, сидеть он на передок и слегка поводить кнут; лошадь бежать скора рысью, а он посвистывать и приговаривать: « ну, ну! выносить! эх, вы! » вот крутой"
3043,3044,рысь,1,,20-25," впереди они шибкий рысью бежать рослый чёрный жеребец, уносить на себя широкоплечий мужицкий царь, золотой десятитысячный"
3044,3045,рысь,1,,78-83," в молодость. суворов не « посылать » конь, но шермак вдруг сам пойти крупный рысью, а затем вскачь, храпеть и потряхивать голова на скак. напрасно уговаривать он"
3045,3046,рысь,1,,85-90," на круто подняться берег два тонкий, едва опериться деревце. виктор пустить мальчик рысью. он пройти не маленький три верста, пока не растаять зелёный дымка дерево"
3046,3047,рысь,1,,75-80," оставаться позади, а идти целое облако ряд с экипаж. ехать ровный средний рысью, весь время смотреть за лошадь он быть совершенно не способный. и всегда"
3047,3048,рысь,1,,74-78," ахнуть, кинуться к окно. по улица вроссыпь скакать восемь конный. они на рысь дойти до мелеховский база, -- приостановиться, оглядеть переезд за дон, чернотрупный проследок, стиснуть"
3048,3049,рысь,1,,77-82," ... хотеть для мир-то выпить ... -- господь с вы, -- сказать антон, пускать рысью пегашка. -- экий черта! -- кричать он вслед молодец, -- прямая шалавый! .. погодить, обронить"
3049,3050,рысь,1,,86-91," в волость? » но лошадь, отбиваться свистящий хвост от слепень, бежать шибкий полевой рысью -- только что разбежаться как следовать! перепёлка шнырять по жнивьё, воздух лениво обтекать"
3050,3051,рысь,1,,76-80," седло я впервые пересесть на кавалерийский. под я оказаться иноходец, и он рысь я очень понравиться. но когда кампания пускаться в галоп, а мой иноходец"
3051,3052,рысь,1,,69-73," дать ты высыпка! прощать, mon cher! ванька! до самый застава в весь рысь! adieu, cher ami! дать бог ты счастие, а, право, жаль, что ты"
3052,3053,рысь,1,,74-79," всадник в жёлтый кафтан с чёрный двоеглавый орёл на грудь. всадник ехать рысью, весело посвистывать и держать на пёстрый рукавица белый кречет в клобучок и"
3053,3054,рысь,1,,81-85," и нестись так, что дух захватывать. потом лошадь переходить постепенно опять на рысь и, фыркать и поматывать голова, отмеривать верста за верста. на два станция"
3054,3055,рысь,1,,74-79," быть далёкий поль в зелёный и чёрный полоса. по синодский дорога ленивый рысью бежать лошадь, отмахиваться хвост от тарантас, на который сидеть баба в цветистый"
3055,3056,рысь,1,,78-83," вершина, ветер ползти лесна высь. слышать ржание по долина? то табун нестись рысью. — ну что, нравиться? — с надежда спросить маруся. — быть учить? сенька кивнуть"
3056,3057,рысь,1,,68-73," не уйти! ещё и ещё раздаться выстрел донской взвод, и наш дивизион рысью пойти к деревня."
3057,3058,рысь,1,,89-94," встретиться, а встретиться он « прохожий » мужичок с сумочка за плечо. « ехать святогор рысью, а прохожий весь идти передом. в весь прыть не мочь он( святогор)"
3058,3059,рысь,1,,90-95," впереди, что-то замелькать. это быть тигр, который, увидать мы, пуститься бежать крупный рысью и вскоре скрыться за гора. напрасно, удвоить шаг, пуститься мы вдогонку; зверь"
3059,3060,рысь,1,,71-76,". семён, не менять шаг, с треск взвивать кнут, и телок, мотать голова, рысью возвращаться обратно. зина идти сзади. синий густой туча наползать весь близкий. медленно"
3060,3061,рысь,1,,75-79," ещё два раз приниматься стрелять, затем под вечер сняться и промчаться на рысь мимо демьянов в северный лес. тогда оба рота подняться, пройти по поль"
3061,3062,рысь,1,,83-88,". вот вылететь он на быстроногий кобыла далеко вперёд, вот настигнуть ехать шибкий рысью пугачёвый, сыпнуть на полка порох, прицелиться, спустить курок. емельян пугачёвый болтнуть голова,"
3062,3063,рысь,1,,92-97,", что три лошадиный остов, после минутный размышление, решиться двинуться вперёд и побежать рысью. мы проехать довольно скоро один десять верста, до москва оставаться только двенадцать,"
3063,3064,рысь,1,,85-89," клок туман, надвинуться огромный скопление конница. от топот она загудеть степь. на рысь проходить колыхаться колонна всадник, упряжка пушка, четверня тачанка. разведчик глядеть на они,"
3064,3065,рысь,1,,77-81," отправиться медленно по след он. лишь только мы услышать выстрел, тотчас на рысь понестись за караван и, завидеть он, пуститься с крик в атака. неприятель,"
3065,3066,рысь,1,,94-98," ». обработка чернецкий. -- чернецкий -- это явно духов. -- опять похоронный. -- отчего -- на рысь. марш гвардия гусарский полка. -- дурацкий марш. хотя они императорский, но они дохлый"
3066,3067,рысь,1,,70-75," за себя. и пусть хромать мой пегас, слегка он пришпорить -- пойти он рысью, вскачь и в пляс,"
3067,3068,рысь,1,,66-71," и с я; мы сделать очень большой прогулка, ехать почти весь время рысью и вернуться домой, когда другой великое князь кончать обед. александр александр торопиться"
3068,3069,рысь,1,,74-79," всякий ребёнок мочь сесть верхом и отправляться куда угодный, лишь бы не рысью. далее виднеться татарский скуластый лицо молодой парень и несколько бесцветный физиономия, не"
3069,3070,рысь,1,,83-88,", бренчать. лошадь фыркать, видно, недавно из дом выйти, сытый, не приморить. идти рысью. ну, урядник быкадоров и говорить он благородие: « ваш благородие, вдарить на они,"
3070,3071,рысь,1,,92-97," быть обрадовать, увидеть шлюп « мирный », лавировать в залив. от город сидней обыкновенный рысью в пятьдесят минута достигнуть маяк. он построить близ вход в залив, на"
3071,3072,рысь,1,,77-82,", принудить всадник идти не по свой воля. подъезжать к войско государь скора рысью; обогнать голова колонна, он остановиться на дорога и, пропустить мимо себя войско,"
3072,3073,рысь,1,,76-81," стоить у бортик, сиротливый поджимать озябнуть нога в один носка. он конёк рысью уносить в раздевалка сервисмена « салават ». на лёд лидер уфимец возвращаться только на"
3073,3074,рысь,1,,72-76,", и чувствовать себя слить с он почти воедино. он фыркать, проситься на рысь, шумно шуршать копыто по глубокий и лёгкое ковёр чёрный осыпаться листва, и"
3074,3075,рысь,1,,97-101,", не хватать время изучить как следовать специальный предмет. последний приходиться проходить на рысь, т. е, крайне поверхностно. молодая офицер, выпускать как учитель фельдфебель и солдат"
3075,3076,рысь,1,,101-106," мундир, однообразный лицо -- густой солнечный лак обливать весь; отряд двигаться уверенный, твёрдый рысью, вытягиваться гуськом, толпиться, делиться на отдельный всадник. копыто! блюм видеть они так"
3076,3077,рысь,1,,79-84," два поль неустанный работа по приказание « тихий ход! », я приучить он бегать рысью на низкий нога, по малое круг. в леса так, в болото и"
3077,3078,рысь,1,,69-74," тёплый и тихий, и окно с оба сторона быть опустить. лаврецкий ехать рысью возле карета с сторона лиза, положить рука на дверца -- он бросить повод"
3078,3079,рысь,1,,78-83," и торжественный. с весь сторона послышаться крик команда, и с левый сторона, рысью объезжать пленный, показаться кавалерист, хорошо одетый, на хороший лошадь. на весь лицо"
3079,3080,рысь,1,,79-84," на рынок. так, в всякий случай, утверждать легенда. роль скаут- поиск. волчий рысью они колесить по мир в поиск интересный лицо, и вот стоп! наткнуться"
3080,3081,рысь,1,,83-87," за беспечность -- с чувство, похожий на смятение, -- он поднять мальчик в крупный рысь. солнце тонуть в степь, наливаться по мера свой погружение весь более густой,"
3081,3082,рысь,1,,81-85, улыбнуться. после короткий переговоры он повернуть лошадь и поскакать к идти на рысь сотня. застава пропустить красных казаков и вновь залечь в сад.
3082,3083,рысь,1,,70-74," сила. из окно абросим видеть, как бежать с ружьё солдат, проехать на рысь отряд стражник, нестись собачонка, мальчишка, спешить баба, старик. -- карл карлыч, милый, -- начать"
3083,3084,рысь,1,,85-90," поразмяться. когда согреться, догонять сани- в они плюхнуться. не тут-то быть- конь рысью попереть по дорога, а я в тулуп- за он. только догнать, чтобы"
3084,3085,рысь,1,,87-92," всегда удирать, предвидеть столкновение, в который мочь достаться и имя шальной пуля, рысью подъехать, чтобы расспросить о немец. но едва мы обменяться приветствие, как они"
3085,3086,рысь,1,,91-96," мост, с одиноко замерзать часовня николай-угодник, серый кобыла пошлый тягучий, медленный рысью, почти шагом ... виктор повернуть голова. у стрелка васильевский остров кипеть разбудить оттепель"
3086,3087,рысь,1,,69-73," припасть к шея конь и остановиться. -- не валять дурак! свой! мы на рысь догнать гассан. с земляной насыпь приземистый, толстый офицер, в один кальсоны и"
3087,3088,рысь,1,,85-91," рысью ... ма-арша! .. старший воспитатель наш капитан пидгорный и впрямь на учебный рысить трястись в привычный седло, а мы грохотать ботфорт по мёрзлый земля. один"
